,id,core_id,name,description,core_name,core_description,wmd,wmd_name,batch_number,type,created_at,updated_at,valuable_score
276750,fd60c432-10c2-4952-ab1c-038f12003750,0a64418d-5fef-4676-afc5-19d2981ba4d2,Generate Solutions Using Team Input,"• Generate Ideas for Action using the following framework with your team: https://yearup.box.com/s/gwgoqh8nsyy6l2g2o8awm3vtrjm8mf1k \n• Determine what is causing a lack of teamwork and collaboration.  Is it large teams breaking into silos?  Is there a challenging personality creating division? Events that may have bread mistrust? \n• Your solutions here must be tailored to what people see as the root cause. \n• Use Predictive Index and these team-building resources in your efforts: https://yearup.box.com/s/e21ngja02mywbvxd69ycd4dmo4uv42il\n• When your team decides what to do, be sure you have clear ownership, action steps and well-defined goals using the Smart Goals format: https://yearup.box.com/s/s0n0no79e38z0253qpwe4jg8oza3bpe1",Amp your inclusion training,"Hosting unconscious bias, LGBTQ and gender inclusion workshops is a great starting point to get the whole team on the same page and start building a foundation for understanding. Workshops and training sessions are only as powerful as the messaging and commitment behind them. When deciding to take this step, prioritize workshops trainings that have hands-on exercises and be sure to make them optional. Take the time to communicate the goals of this process to the team and map out a realistic strategy beyond the workshop itself. This Action was created in collaboration with [Argo Collective.](https://www.argocollective.co)",0.441456278530927,0.157893724623619,4,cust_ins,2018-05-28 18:30:30.357124,2018-05-28 18:31:50.304411,0.9245731153524831
39849,fd50f43a-97f7-48b4-93e2-40ef59d28a7a,5c241e78-50fd-43bc-a509-49f6dbd6d557,Insight days,"Enabling employees to experience a different role for a day helps to develop empathy across functions and break down barriers. One company developed a program where all employees are required to do at least one day in someone else's role each quarter. To make it easier and minimize disruption, this company also allocated specific days when a larger group of people could switch roles. They created a rough guide for hosts to help them structure their day with minimal preparation. This initiative not only creates empathy for other roles, it also reduces silos and increases collaboration.",Insight days,"Enabling employees to experience a different role for a day helps to develop empathy across functions and break down barriers. One company developed a program where all employees are required to do at least one day in someone else's role each quarter. To make it easier and minimize disruption, this company also allocated specific days when a larger group of people could switch roles. They created a rough guide for hosts to help them structure their day with minimal preparation. This initiative not only creates empathy for other roles, it also reduces silos and increases collaboration.",1.0,1.0,4,cust_ins,2018-05-29 00:12:16.286111,2018-05-29 00:12:16.338762,0.0
6274,fd188679-a603-4fea-9b3e-ce7a1459f369,207205f9-8a8b-4903-937e-288b80d4dca2,Team retrospectives and planning,"Achieve role clarity through team retrospectives and planning. Retrospective and planning meetings can be held with managers and team leads to align and improve processes. The meetings provide an opportunity to reflect on previous goals, work and processes; discuss what worked well and what could be improved and plan, redirect and align efforts to company goals. At the meeting decisions can be made and alignment on key priorities and roles improved.",Team retrospectives and planning,"Achieve role clarity through team retrospectives and planning. Retrospective and planning meetings can be held with managers and team leads to align and improve processes. The meetings provide an opportunity to reflect on previous goals, work and processes; discuss what worked well and what could be improved and plan, redirect and align efforts to company goals. At the meeting decisions can be made and alignment on key priorities and roles improved.",1.0,1.0,4,cust_ins,2018-05-29 00:12:15.808917,2018-05-29 00:12:15.866709,0.0
25026,fbbc26e1-ec68-4060-9180-373f8af6ac0a,36461586-c18f-415c-9c4c-932f83088838,Better one-on-one meetings,Embedding a consistent practice of one-on-one meetings throughout an organization is a key component of performance management. \n\n,Better one-on-one meetings,"Embedding a consistent practice of one-on-one meetings throughout an organization is a key component of performance management. At one company, managers and individual contributors are trained on what how to run effective one-on-one meetings. This company formed a team to help develop new content to help managers in their one-on-one meetings, including: what makes a great one-on-one meeting, what types of conversations to have, a manager checklist, dos and don'ts, and a bank of questions to use to stimulate the right conversations. Geographically dispersed organizations may want to ensure there are one-on-one meeting champions in each location to assist managers with new training and tools. Executives should also be encouraged to role-model effective one-on-one practices.",0.463857584525352,1.0,4,cust_ins,2018-05-10 19:58:30.424032,2018-05-10 19:58:30.431204,0.05105117458261734
193511,fb7cab2d-e2b2-4726-9d4b-cdf045d72a20,26195e1f-4113-4f9e-aa35-96a108c1dad3,Reward mensches ,"Reward employees who go out of their way to help their team members. Those who help others are more likely to receive help from those they help. One organization created a ""Mensch of the Month"" award. Teams vote on the most helpful person that month and place a small plaque of the winner's desk for a month until the next vote.",Team volunteering,"Provide employees with funding to volunteer at the organization of their choice. Teams are encouraged to form and pitch ideas for supporting local non-profits. Ideas are voted on and the team with the most positive votes for their idea receives $1,000 to give to the organization they have promoted as well as a day to volunteer at that organization.",0.479517272519338,0.0884100705581458,4,cust_ins,2018-05-16 17:52:14.734255,2018-05-16 17:52:14.740028,0.9635566994351912
179883,fb62d5ca-f762-4600-aba6-9ea6ef38ca22,a6288624-1c11-4456-96a9-0ac111cfb006,Two second rule,"Encourage listening and reflection in one-on-one conversations. Coaches at one organisation challenge managers to apply the two-second rule to all one-on-one conversations with team members: waiting two seconds before responding and responding first with an open question, then with a statement (or another question). This practice is intended to help managers seek to understand an issue, rather than to provide a solution or answer, and encourage more listening and reflection.",Two-second rule,"Encourage listening and reflection in one-on-one conversations. As a manager, challenge yourself to apply the two-second rule to all one-on-one conversations with team members: waiting two seconds before responding and responding first with an open question, then with a statement (or another question). This practice is intended to help managers seek to understand an issue, rather than to provide a solution or answer, and encourage more listening and reflection.",0.944609687345513,1.0,4,cust_ins,2018-05-29 00:12:16.518206,2018-05-29 00:12:16.569625,0.0
150051,fb48e0af-d039-49c2-ad2e-f93c3b1b6219,c4bd3c52-a215-487b-b53e-d0eda1c76e32,Exploration Day,"Learn something new and different to provide a unique perspective on your work. Some of the best innovations happen when people step outside their daily routines and try something completely new. One organization has an exploration day when people try something different that is not work-related. It can be done on an individual basis but many employees opt to team up and explore together so that they can share ideas and learnings. At the end of the day, everyone reports back what they did, what they learned and any new or interesting surprises along the way.",Exploration day,"Learn something new and different to provide a unique perspective on your work. Some of the best innovations happen when people step outside their daily routines and try something completely new. One organization has an exploration day when people try something different that is not work-related. It can be done on an individual basis but many employees opt to team up and explore together so that they can share ideas and learnings. At the end of the day, everyone reports back what they did, what they learned and any new or interesting surprises along the way.",1.0,1.0,4,cust_ins,2018-05-29 00:12:12.107305,2018-05-29 00:12:12.158959,0.0
151860,fb274083-528c-488f-994e-603ffa71cbc3,931d7762-9fa4-4a3f-85e3-f8bf75f8f903,Talking Customer,Add a customer update in your meetings\n,Celebrate New Learning,Acknowledge team members who share the most lessons learned (successes and failures) from trying new ways of working. Strive to do this on a monthly basis in your weekly stand-up meetings.,0.281890070967867,0.108443721673286,4,cust_ins,2018-05-21 18:44:14.101198,2018-05-21 18:45:22.681595,0.031899847327836975
38385,fb093b91-b9cc-4999-a342-5ded9e6774e9,0826f61d-c88d-4842-b6c2-5ed20fd172d1,Feedback enables insight and growth,"People only grow through feedback. The gift of feedback is that it gives you the perspective of another, which in turn allows you to tailor your  approach or offering to meet a wider range of people. The key is to make it specific enough to know what the destination is, but open enough to allow the individual to take their own course. A great way to provide feedback is to share what you  think is going well, so your team member know what to continue and to share what you need  to see more of, so they have a understanding of where direct attention.",Who's who in the zoo,"Growing quickly can result in newcomers finding it difficult to feel part of a team. To help people get to know each other, set-up a 'who's who in the zoo' program. A quiz and competitions in each region with questions such as, 'If you make a change to the pricing, who do you need to involve?' and 'Which team do you go to for advice on contracts?' provide fun ways to get to know people and procedures. The quiz also includes more general questions such as, 'Where is the all staff directory', and fun facts like 'Which team member has nine brothers?' and 'Which customer coach was a finalist in American Idol?'.",0.464982199723382,0.117488058749786,4,cust_ins,2018-05-28 12:08:27.625697,2018-05-28 12:09:08.066297,0.9799719302970729
170269,faf74a0a-a51d-49e4-89ef-418f17b2207c,e8c16520-5c1c-4183-9b6a-0644aa2940d4,Understand flexible work options,"Encourage employees who express an interest in flexible work options or have concerns about work/life balance to check out information available on the Intranet. As a manager, make sure you have researched and are familiar with flexible work options, elder care/child care options, and FMLA. Consult HR/ER partners for advice and suggestions.   ",Work policy manager training,"Help managers role model effective work-life choices. One company developed a training program for managers to understand how they can encourage good work-life choices. The training educates managers on current policies and encourages them to make full use of vacation days and telecommuting options. Team Level: Model work positive work/life blend by making full use of vacation days and telecommuting options, and rarely sending emails outside of work hours. Ensure that people understand the options available and encourage their use.",0.438324419584357,0.339840558237446,4,cust_ins,2018-05-18 05:58:33.276004,2018-05-18 05:58:33.289088,0.9286730468915507
147005,faf03289-398c-41e8-80d9-622506b1d1ba,01e379dc-7aa4-42b9-ac1b-25b19442ae3f,Shift for a day/week,"Shift roles temporarily to create better understanding and empathy across functions and jobs. One organization encourages people to shift roles for a day or a week. Some people shift across functional lines, for example an engineer working with the customer success team. Not only does this build empathy for the challenges faced in other roles, but creates opportunities for people to suggest innovations or opportunities for improvement.",Shift for a day/week,"Shift roles temporarily to create better understanding and empathy across functions and jobs. One organization encourages people to shift roles for a day or a week. Some people shift across functional lines, for example an engineer working with the customer success team. Not only does this build empathy for the challenges faced in other roles, but creates opportunities for people to suggest innovations or opportunities for improvement.",1.0,1.0,4,cust_ins,2018-05-29 00:12:13.267600,2018-05-29 00:12:13.319850,0.0
92176,fae6aa95-d7d4-44b7-872d-757fd10e97d5,c6ab9266-a729-4614-8019-e1250559f030,Evaluate the Promotion Process,"Calibrate all processes involved during a promotion evaluation. Many organizations calibrate by department, team, and location. Progressive calibration processes also evaluate across gender, race/ethnicity, remote workers and other demographics. The main point is to promote employees based on a more comprehensive picture of your organizational structure, and to make sure to include those on parental leave and careers leave.",Evaluate the Promotion Process,"Calibrate all processes involved during a promotion evaluation. Many companies calibrate by department, team, and location. Progressive calibration processes also evaluate across gender, race/ethnicity, remote workers and other demographics. The main point is to promote employees based on a more comprehensive picture of your company structure, and to make sure to include those on parental leave and careers leave.",0.970740307655138,1.0,4,cust_ins,2018-05-15 16:56:22.886006,2018-05-15 16:56:22.906255,0.0
235447,fae44f0d-334a-49da-af11-c16648033d77,ee5c4c20-7ca3-489d-bd99-61624cfc8f7f,Get Feedback From Your Team,"• Speak with your leadership team and have them provide you feedback on ways you can improve role modeling Core Values.  Use the Being a Feedback leader resource: https://yearup.box.com/s/i40ik9viemqcxdya9q698pjsuy81rtfg and the great articles here: https://hbr.org/topic/receiving-feedback\n• Once you have identified specific areas of growth, identify a few action steps you can take that will help staff to more clearly see you role modeling of Core Values. Publically commit if this feels right to you.\n• Identify a trusted colleague on your team as your accountability partner to give you feedback on your progress. Be very open to any feedback you receive about your progress.\n• Ensure all staff know they can contact you, HRHELP@yearup.org or John Bradley with any concerns/feedback.\n",Micro-mentoring to strengthen skills,"Once you have identified areas where you have an opportunity to improve your skills, reach out to people in your network who have strong skills in the areas you have gaps. Schedule an informal catch-up and ask them a few questions about their expertise. For example, if your knowledge of security is weak, spend one hour with the head of security to understand what threats are relevant for your team’s work. You'll be receiving micro-mentoring rather than needing to establish formal mentoring and you’ll gain relevant skills and pieces of knowledge in bite-size pieces as needed.",0.465756781528904,0.173904988991776,4,cust_ins,2018-05-25 00:00:26.553675,2018-05-25 00:01:24.598568,0.8653287937620017
199080,faa4fbf4-f24a-4624-b0b3-09a33eec1415,f060fcf2-6b41-437e-beb8-bf51d0a7ccac,Trail: Organizational Alignment,[Complete the Organisational Alignment (V2MOM) module of the Manage the Salesforce Way trail.](https://trailhead.salesforce.com/trails/manage_the_salesforce_way/modules/manage_the_sfdc_organizational_alignment_v2mom),Brains trust,"Ensure consistent high-quality output. One fast-growing company created a 'Brains Trust' - a group of some of the most experienced and knowledgeable people they could find. Iterations of the product are reviewed by the Brains Trust regularly and the Brains Trust provide candid and open feedback to the owner. Feedback is primarily given in a way that provokes the owner to think of solutions. The Brains Trust often does not provide the solutions but instead flags aspects that may need to be improved. In this way, the Brains Trust helps to produce quality output but also ensures autonomy and creative authority for the owner of the product.",0.336221740165934,0.094340346794618,4,cust_ins,2018-05-29 00:12:09.421224,2018-05-29 00:12:09.474645,0.0
248365,faa31a7b-86d7-4f80-b979-5fcfa0366176,5ac6b387-a9db-4469-a9b1-e2a50f1fdb12,Open Program: 7 Habits,"[The 7 Habits of Highly Effective People program is facilitated by FranklinCovey.  You will learn how to feel more accomplished with what you learn each day, know where you are going, strengthen relationships and discover the secrets to success and fulfillment within you.](https://sfdc.co/7HabitsofHighlyEffectivePeople)",75% ready,Speed up decision-making by adhering to a policy of 75% ready. This philosophy is practiced by managers in many fast-growing companies. You make and communicate a decision when you believe you have 75% of the information and share the information you based your decision on and what information was missing (if you are aware of it). This will help your team understand that effective decision-making is about balancing speed with risk and not about having all the information. Read more - https://www.inc.com/jim-schleckser/75-of-the-information-is-all-you-need-to-make-a-decision.html,0.458995605003971,0.0674759574945366,4,cust_ins,2018-05-29 00:12:17.607015,2018-05-29 00:12:17.654072,0.7916552464485958
16491,fa8ff9d3-4453-4060-b7b9-8fc75f7b3b44,3d82ef92-0ffa-4d3d-81e4-b950c1d4ae37,In-person project kickoff,Bring every team member to a central location anytime there is a kick-off for a new project. One organization has found this helps align the team on the goals of the project and strengthens team member relationships from the beginning.,In-person project kickoff,Bring every team member to a central location anytime there is a kick-off for a new project. One company has found this helps align the team on the goals of the project and strengthens team member relationships from the beginning.,0.986958476730631,1.0,4,cust_ins,2018-05-15 17:06:39.820363,2018-05-15 17:06:39.826213,0.0
222955,fa18aa1d-9e3c-4eaa-9244-5ac78d49829c,c0dd43e1-118d-4b7e-a781-ac63a66fdff0,Creating a Culture of Staff Wellbeing,"• Empower staff members to adopt habits that contribute to positive wellness by role-modelling wellness best practices. \n• Wellbeing best practices include: sending emails only during business hours (if outside of business hours, be explicit about the expected response time), attend wellness initiatives hosted by local wellness teams, utilize paid time off - including personal, vacation, and sick time, and disconnect while utilizing paid time off. \n• Attend wellness initiatives and programs hosted by local wellness team. \n• When your team decides what to do, be sure you have clear ownership, action steps and well-defined goals using the Smart Goals format: https://yearup.box.com/s/s0n0no79e38z0253qpwe4jg8oza3bpe1\n",Email response policies,"Provide clear expectations on when work activity is appropriate after standard work hours. Instead of instituting a ban on emails after work hours, one company developed clear policies around when someone is expected to respond to an email (or other communication). Having policies about response expectations ensures everyone is on the same page. It also doesn't inhibit employees from sending ideas outside of normal hours - there is just no expectation that a response will occur until the following work day. Team Level: Within your team, determine what the current norms are for sending and receiving emails and messages. Discuss what hours employees would like to be 'no response required' times.",0.407776657323297,0.16373637970109,4,cust_ins,2018-05-29 02:58:03.436805,2018-05-29 02:59:18.439789,0.9704179804838382
191765,fa187b40-9482-4bff-aae6-3ff59f76992b,34b643d8-d36b-430e-b771-7e8093b26e46,Foster team camaraderie,"Think about creating a non-business related team activity. Volunteer in the community as a Team (Christmas in October, Wild Saturday at the Zoo or Filling Snack Backpacks or Christmas Gift wrap are a few ideas). Working as team-mates on a non-business activity can help foster relationships and trust.",Team service day,"Volunteer once a quarter together. Each quarter, the team picks a cause that they all care about and take one day off to volunteer as a team. Employees feel like they're making a difference, and they get to know their team members outside of work. Additionally, the team practices collaboration and compromise in the selection of a volunteer activity each quarter.",0.388660728092658,0.418621316100485,4,cust_ins,2018-05-18 05:50:54.445664,2018-05-18 05:50:54.462065,0.6687834201872499
174196,fa0ea5ee-7ec6-4834-906a-804e100c4057,042def5d-b5a2-462d-877e-cf42ff9fd589,Fast feedback,"Capture employee feedback more efficiently. An organization implemented what they refer to as Fast Feedback quarterly pulse surveys. In the first survey they learned that employees desired more flexibility to be able to tend to work / life / family / hobbies, so they implemented a fully flexible work environment policy. Then in follow up 'Fast Feedback' surveys they were able to determine how people felt about the new policy.",Fast feedback,"Capture employee feedback more efficiently. A company implemented what they refer to as Fast Feedback quarterly pulse surveys. In the first survey they learned that employees desired more flexibility to be able to tend to work / life / family / hobbies, so they implemented a fully flexible work environment policy. Then in follow up 'Fast Feedback' surveys they were able to determine how people felt about the new policy.",0.979186119874306,1.0,4,cust_ins,2018-05-02 18:23:57.008197,2018-05-02 18:23:57.022690,0.0
100383,f9cfd991-0162-4675-9dc7-1aaa97c10ae6,c02e3dfc-85f6-4d51-b209-4f0876ee61bd,Publicizing aspirations,"Make career goals public within the organization. At one company, employees display their career goals and objectives on an online platform used internally. Examples of goals include moving to another department, or transitioning into a people leader role. Managers use this information as a conversation starter during one-on-one meetings. They also facilitate involvement in projects and introductions to people within the sector that might help employees achieve their goals.",Publicizing aspirations,"Make career goals public within the company. At one company, employees display their career goals and objectives in a company Trello board. Examples of goals include moving to another department, or transitioning into a people leader role. Managers use this information as a conversation starter during one-on-one meetings. They also facilitate involvement in projects and introductions to people within the business that might help employees achieve their goals.",0.910961479426612,1.0,4,cust_ins,2018-05-15 16:51:31.748968,2018-05-15 16:51:31.764609,0.0
162633,f9cbc113-d3a0-4547-b11a-65a521365b14,90ea3054-c962-401e-abcc-d2697f14d0ad,Storytelling,"Work on clarifying the organization's vision and goals through storytelling. One company provides coaching and skill-building opportunities for all new leaders to help them translate their vision and ideas into compelling stories. This allows them to shape conversations, and inspire action. Most coaching exercises include both writing and telling stories. Seek it out if this is an opportunity area.",Storytelling,"Help leaders communicate your organization's vision and goals and their own decisions using storytelling. One company provides coaching and skill-building opportunities for all new leaders to help them translate their vision and ideas into compelling stories. This allows them to shape conversations, and inspire action. Most coaching exercises include both writing and telling stories.",0.814372909753284,1.0,4,cust_ins,2018-05-29 18:22:01.521041,2018-05-29 18:22:49.407424,0.0
148960,f9c84a64-bb95-4c83-81f4-d04d1c5e0797,e0a2e6a5-31b4-4991-b45e-4620f8ab9988,Celebrating failure,"Share learning across the organization, even if the learning is that an initiative failed. One company encourages employees to send out public service announcements via email when they make a mistake. The email details what happened and why they think it happened to share learnings across the organization. Every year, the person with the most surprising failure gets a three-armed sweater as an award. Alternatives: Create a yay, we failed wall where individuals can write their failures, or a Slack channel to post stories electronically.",Celebrating failure ,"Share learning across the organization, even if the learning is that an initiative failed. One company encourages employees to send out public service announcements via email when they make a mistake. The email details what happened and why they think it happened to share learnings across the organization. Every year, the person with the most surprising failure gets a three-armed sweater as an award. Alternatives: Create a yay, we failed wall where individuals can write their failures, or an internal communications channel to post stories electronically.",0.970195120916446,1.0,4,cust_ins,2018-05-29 00:12:14.131115,2018-05-29 00:12:14.182375,0.0
171266,f9a6ba92-97e3-4805-aaf3-410726ad0246,e316c932-64ea-449c-abf5-939baa2621f8,Coffee chat,"Take time out of your day to get to know your team members on a more personal level. At one organization, managers are encouraged to have monthly chats with individual team members outside the office, usually at a local coffee shop. The intention of these conversations is to meet outside the office with no agenda and chat about life, work or anything else that is top of mind. By intentionally not having an agenda, people are able to connect on a more personal level.",Coffee chat,"Take time out of your day to get to know your team members on a more personal level. At one organization, managers are encouraged to have monthly chats with individual team members outside the office, usually at a local coffee shop. The intention of these conversations is to meet outside the office with no agenda and chat about life, work or anything else that is top of mind. By intentionally not having an agenda, people are able to connect on a more personal level.",1.0,1.0,4,cust_ins,2018-05-18 05:33:47.805583,2018-05-18 05:33:47.811849,0.0
70260,f96e123e-12f6-4cd0-9984-7514df07050f,c395efe3-cf3f-406f-99f9-99644b1bb7c0,Open Program: Situational Leadership,"[Situational Leadership will teach you how to diagnose your employee's needs and adapt your leadership style to match those needs. Applying these skills on the job will improve performance, motivation, and commitment of your employees.](https://sfdc.co/SituationalLeadership)",Influencing Skills Workshop,"Hold a workshop for employees looking to develop skills to influence others. The workshop can teach you on how to sell your ideas and influence people without relying on positional authority. For example, a day long program might focus on building skills for communicating ideas in a way that will lead others to support them through highly interactive and discovery based methods including plenty of simulated practice.",0.42186394489019,0.207707574761074,4,cust_ins,2018-05-29 00:12:08.901681,2018-05-29 00:12:08.944122,0.6431879009367627
259714,f9604cb2-5d04-4222-b06e-2af01add65d5,f5a27e7f-fc10-4feb-9a27-1fa03e7f2bdb,Video: Surprising Science of Happiness,"[Dan Gilbert, author of Stumbling on Happiness, challenges the idea that we'll be miserable if we don't get what we want. Our ""psychological immune system"" lets us feel truly happy even when things don't go as planned.](https://www.youtube.com/watch?v=4q1dgn_C0AU)",Improvisation classes,"Attend improvisation classes. Most causes of stress, especially during times of change or uncertainty, are related to our fear of failure. Most managers don't get enough practice failing. In improvisation classes, you all fail together and through practice reduce the fear associated with the unknown. As a manager, you could get your whole team involved. There are other advantages such as improved communication skills. Read more: https://www.fastcompany.com/3024535/yes-and-improv-techniques-to-make-you-a-better-boss",0.338699833024121,0.122519880333141,4,cust_ins,2018-05-29 00:12:18.157809,2018-05-29 00:12:18.211134,0.6515886866062932
